"","...1","Plot","age","id_observation","id_releve","code_perso","date_releve_deb","x_l93","y_l93","lon_wgs84","lat_wgs84","lieudit","alti_calc","rec_total_pl","rec_arbu_pl","rec_sarb_pl","rec_herba_pl","rec_crypto_pl","substr_roch_pl","substr_bloc_pl","substr_cail_pl","substr_terr_pl","substr_grav_pl","substr_sabl_pl","substr_liti_pl","nom_cite","cd_nom","nom_complet","cd_ref","nom_reconnu_ss_auteur","nom_reconnu","famille","recouvrement_sp","hauteur_veg","facilitation","BSC","compet","nurse","reprod","comment","meta_comm","Site","ageChronoG","ageChronoG2","Vielle_repro"
"3544",602,"TA-28",25,24800335,8660609,"Band : A","8/7/2020",1007166.44,6551731.35,6.97029,45.9958,"Glacier du Tour",2230,"10-25% (10%)",NA,NA,NA,">75% (100%)",">75% (83%)","5-10% (5%)","<5% (3%)",NA,"<5% (3%)",NA,NA,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"Micranthes stellaris","Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005","Saxifragaceae","+","1",NA,NA,NA,NA,"1",NA,"Time : 11:29 ; Soil crust : 7% ; Slab : 75%","Tour","19-36 yrs","20-30 yrs",NA
"3545",603,"B3_25",23.5,34901976,10971333,"Band : B3","7/18/2019",968832.25,6431686.11,6.408535305,44.93214795,"Glacier Blanc",2334,NA,"<5% (0%)","<5% (2%)","10-25% (15%)","5-10% (5%)",NA,"25-50% (38%)","25-50% (38%)",NA,"5-10% (3%)","<5% (0%)","<5% (0%)","Rumex scutatus",119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Rumex scutatus L., 1753","Polygonaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 37,5 ; Cailloux : 37,5 ; Graviers : 3 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 15 ; Ligneux tr<e8>s bas : 2 ; Ligneux bas : 0 ; D<e9>glaciation : 1993 ; Age : 26","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3546",603,"GLIA-09",159,28695105,9888675,"Band : LIA","7/30/2019",983880.36,6475487.04,6.624546111,45.32010984,"Glacier de G<e9>broulaz",2421,">75% (90%)",NA,NA,NA,NA,NA,"5-10% (8%)","<5% (1%)",NA,NA,NA,NA,"Poa alpina L.",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","8","27",NA,NA,NA,NA,"1",NA,"ROCVEG : Glacier de Gr<e9>boulaz; GLIA-09 ; Band : LIA ; Time : 15:50 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.2cm ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3547",603,"PC-01",110,33540480,10408079,"Band : C","7/30/2020",1000689.93,6540257.04,6.87943333,45.8955,"Glacier des P<e9>lerins",2199,"10-25% (23%)",NA,NA,NA,NA,">75% (75%)",NA,"50-75% (71%)",NA,"<5% (3%)","<5% (1%)",NA,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna","Oxyria digyna (L.) Hill, 1768","Polygonaceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : PC-01 ; Band : C ; Time : 3:30 PM ; Soil crust : 2% ; Moss : 100% ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3548",603,"TA-28",25,24800338,8660609,"Band : A","8/7/2020",1007166.44,6551731.35,6.97029,45.9958,"Glacier du Tour",2230,"10-25% (10%)",NA,NA,NA,">75% (100%)",">75% (83%)","5-10% (5%)","<5% (3%)",NA,"<5% (3%)",NA,NA,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana","Agrostis schraderiana Bech., 1938","Poaceae","1","10",NA,NA,NA,NA,"1",NA,"Time : 11:29 ; Soil crust : 7% ; Slab : 75%","Tour","19-36 yrs","20-30 yrs",NA
"3549",604,"B3_25",23.5,34901977,10971333,"Band : B3","7/18/2019",968832.25,6431686.11,6.408535305,44.93214795,"Glacier Blanc",2334,NA,"<5% (0%)","<5% (2%)","10-25% (15%)","5-10% (5%)",NA,"25-50% (38%)","25-50% (38%)",NA,"5-10% (3%)","<5% (0%)","<5% (0%)","Salix laggeri",120085,"Salix laggeri Wimm., 1854",120085,"Salix laggeri","Salix laggeri Wimm., 1854","Salicaceae","2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 37,5 ; Cailloux : 37,5 ; Graviers : 3 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 15 ; Ligneux tr<e8>s bas : 2 ; Ligneux bas : 0 ; D<e9>glaciation : 1993 ; Age : 26","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3550",604,"GLIA-09",159,28695107,9888675,"Band : LIA","7/30/2019",983880.36,6475487.04,6.624546111,45.32010984,"Glacier de G<e9>broulaz",2421,">75% (90%)",NA,NA,NA,NA,NA,"5-10% (8%)","<5% (1%)",NA,NA,NA,NA,"Luzula alpinopilosa (Chaix) Breistr.",106813,"Luzula alpinopilosa (Chaix) Breistr., 1947",106813,"Luzula alpinopilosa","Luzula alpinopilosa (Chaix) Breistr., 1947","Juncaceae","+","10",NA,NA,NA,NA,"1",NA,"ROCVEG : Glacier de Gr<e9>boulaz; GLIA-09 ; Band : LIA ; Time : 15:50 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.2cm ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3551",604,"PC-04",110,33540504,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri Vill., 1779",132522,"Campanula scheuchzeri subsp. scheuchzeri","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanulaceae","+","5",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3552",604,"TA-28",25,24800341,8660609,"Band : A","8/7/2020",1007166.44,6551731.35,6.97029,45.9958,"Glacier du Tour",2230,"10-25% (10%)",NA,NA,NA,">75% (100%)",">75% (83%)","5-10% (5%)","<5% (3%)",NA,"<5% (3%)",NA,NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","+","2",NA,NA,NA,NA,"1",NA,"Time : 11:29 ; Soil crust : 7% ; Slab : 75%","Tour","19-36 yrs","20-30 yrs",NA
"3553",605,"B3_25",23.5,34901978,10971333,"Band : B3","7/18/2019",968832.25,6431686.11,6.408535305,44.93214795,"Glacier Blanc",2334,NA,"<5% (0%)","<5% (2%)","10-25% (15%)","5-10% (5%)",NA,"25-50% (38%)","25-50% (38%)",NA,"5-10% (3%)","<5% (0%)","<5% (0%)","Sedum alpestre",122107,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre","Sedum alpestre Vill., 1779","Crassulaceae","0,333333333",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 37,5 ; Cailloux : 37,5 ; Graviers : 3 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 15 ; Ligneux tr<e8>s bas : 2 ; Ligneux bas : 0 ; D<e9>glaciation : 1993 ; Age : 26","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3554",605,"GLIA-09",159,28695109,9888675,"Band : LIA","7/30/2019",983880.36,6475487.04,6.624546111,45.32010984,"Glacier de G<e9>broulaz",2421,">75% (90%)",NA,NA,NA,NA,NA,"5-10% (8%)","<5% (1%)",NA,NA,NA,NA,"Cerastium arvense L. subsp. strictum (Koch) Gremli",133087,"Cerastium arvense subsp. strictum Gaudin, 1828",133087,"Cerastium arvense subsp. strictum","Cerastium arvense subsp. strictum Gaudin, 1828","Caryophyllaceae","+","4",NA,NA,NA,NA,"0",NA,"ROCVEG : Glacier de Gr<e9>boulaz; GLIA-09 ; Band : LIA ; Time : 15:50 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.2cm ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3555",605,"PC-04",110,33540516,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Achillea erba-rotta All., 1773",79887,"Achillea erba-rotta All., 1773",130729,"Achillea erba-rotta subsp. moschata","Achillea erba-rotta subsp. moschata (Wulfen) Vacc., 1909","Asteraceae","1","2",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3556",605,"TA-28",25,24800332,8660609,"Band : A","8/7/2020",1007166.44,6551731.35,6.97029,45.9958,"Glacier du Tour",2230,"10-25% (10%)",NA,NA,NA,">75% (100%)",">75% (83%)","5-10% (5%)","<5% (3%)",NA,"<5% (3%)",NA,NA,"Poa cenisia All., 1789",114151,"Poa cenisia All., 1789",114151,"Poa cenisia","Poa cenisia All., 1789","Poaceae","3","8",NA,NA,NA,NA,"1",NA,"Time : 11:29 ; Soil crust : 7% ; Slab : 75%","Tour","19-36 yrs","20-30 yrs",NA
"3557",606,"B3_25",23.5,34901979,10971333,"Band : B3","7/18/2019",968832.25,6431686.11,6.408535305,44.93214795,"Glacier Blanc",2334,NA,"<5% (0%)","<5% (2%)","10-25% (15%)","5-10% (5%)",NA,"25-50% (38%)","25-50% (38%)",NA,"5-10% (3%)","<5% (0%)","<5% (0%)","Tolpis staticifolia",126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",126821,"Tolpis staticifolia","Tolpis staticifolia (All.) Sch.Bip., 1861","Asteraceae","5",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 0 ; Blocs : 37,5 ; Cailloux : 37,5 ; Graviers : 3 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 15 ; Ligneux tr<e8>s bas : 2 ; Ligneux bas : 0 ; D<e9>glaciation : 1993 ; Age : 26","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3558",606,"GLIA-09",159,28844307,9888675,"Band : LIA","7/30/2019",983880.36,6475487.04,6.624546111,45.32010984,"Glacier de G<e9>broulaz",2421,">75% (90%)",NA,NA,NA,NA,NA,"5-10% (8%)","<5% (1%)",NA,NA,NA,NA,"Scorzoneroides pyrenaica",611356,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",611356,"Scorzoneroides pyrenaica","Scorzoneroides pyrenaica (Gouan) Holub, 1977","Asteraceae","1","8",NA,NA,NA,NA,"1",NA,"ROCVEG : Glacier de Gr<e9>boulaz; GLIA-09 ; Band : LIA ; Time : 15:50 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.2cm ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3559",606,"PC-04",110,33540515,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948",82914,"Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948",82914,"Anthoxanthum alpinum","Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948","Poaceae","+","3",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3560",606,"TA-28",25,24800343,8660609,"Band : A","8/7/2020",1007166.44,6551731.35,6.97029,45.9958,"Glacier du Tour",2230,"10-25% (10%)",NA,NA,NA,">75% (100%)",">75% (83%)","5-10% (5%)","<5% (3%)",NA,"<5% (3%)",NA,NA,"Gnaphalium hoppeanum W.D.J.Koch, 1846",100470,"Gnaphalium hoppeanum W.D.J.Koch, 1846",110061,"Omalotheca hoppeana","Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, 1861","Asteraceae","+","6",NA,NA,NA,NA,"1",NA,"Time : 11:29 ; Soil crust : 7% ; Slab : 75%","Tour","19-36 yrs","20-30 yrs",NA
"3561",607,"B3_26",24.5,34901318,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Artemisia umbelliformis",84053,"Artemisia umbelliformis Lam., 1783",84053,"Artemisia umbelliformis","Artemisia umbelliformis Lam., 1783","Asteraceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3562",607,"GLIA-09",159,28844309,9888675,"Band : LIA","7/30/2019",983880.36,6475487.04,6.624546111,45.32010984,"Glacier de G<e9>broulaz",2421,">75% (90%)",NA,NA,NA,NA,NA,"5-10% (8%)","<5% (1%)",NA,NA,NA,NA,"Silene acaulis (L.) Jacq. subsp. bryoides (Jordan) Nyman",141110,"Silene acaulis subsp. bryoides (Jord.) Nyman, 1878",141110,"Silene acaulis subsp. bryoides","Silene acaulis subsp. bryoides (Jord.) Nyman, 1878","Caryophyllaceae","0.5","2",NA,NA,NA,NA,"1",NA,"ROCVEG : Glacier de Gr<e9>boulaz; GLIA-09 ; Band : LIA ; Time : 15:50 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.2cm ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3563",607,"PC-04",110,33540495,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Salix hastata L., 1753",120052,"Salix hastata L., 1753",120052,"Salix hastata","Salix hastata L., 1753","Salicaceae","1","15",NA,NA,NA,NA,NA,NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3564",607,"TA-31",25,24800390,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Agrostis rupestris All., 1785",80729,"Agrostis rupestris All., 1785",613160,"Agrostis rupestris var. rupestris","Agrostis rupestris var. rupestris All., 1785","Poaceae","+","5",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3565",608,"B3_26",24.5,34901319,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Epilobium dodonaei subsp. fleischeri",134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri","Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923","Onagraceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3566",608,"GLIA-09",159,28847277,9888675,"Band : LIA","7/30/2019",983880.36,6475487.04,6.624546111,45.32010984,"Glacier de G<e9>broulaz",2421,">75% (90%)",NA,NA,NA,NA,NA,"5-10% (8%)","<5% (1%)",NA,NA,NA,NA,"Plantago alpina L.",113806,"Plantago alpina L., 1753",113806,"Plantago alpina","Plantago alpina L., 1753","Plantaginaceae","30","13",NA,NA,NA,NA,"1",NA,"ROCVEG : Glacier de Gr<e9>boulaz; GLIA-09 ; Band : LIA ; Time : 15:50 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 0.2cm ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3567",608,"PC-04",110,33540496,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Vaccinium vitis-idaea L., 1753",128355,"Vaccinium vitis-idaea L., 1753",128355,"Vaccinium vitis-idaea","Vaccinium vitis-idaea L., 1753","Ericaceae","2","10",NA,NA,NA,NA,NA,NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3568",608,"TA-31",25,24800395,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana","Agrostis schraderiana Bech., 1938","Poaceae","+","6",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3569",609,"B3_26",24.5,34901320,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Leucanthemopsis alpina",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina","Leucanthemopsis alpina (L.) Heywood, 1975","Asteraceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3570",609,"GLIAX-04",160,24803002,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Galium anisophyllon Vill., 1779",99372,"Galium anisophyllon Vill., 1779",99372,"Galium anisophyllon","Galium anisophyllon Vill., 1779","Rubiaceae","1","5",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3571",609,"PC-04",110,33540519,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Salix herbacea L., 1753",120057,"Salix herbacea L., 1753",120057,"Salix herbacea","Salix herbacea L., 1753","Salicaceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3572",609,"TA-31",25,24800392,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Betula pubescens Ehrh., 1791",85904,"Betula pubescens Ehrh., 1791",85904,"Betula pubescens","Betula pubescens Ehrh., 1791","Betulaceae","5","60",NA,NA,NA,NA,"0",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3573",610,"B3_26",24.5,34901321,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Poa alpina",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3574",610,"GLIAX-04",160,24803006,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Leontodon hispidus L., 1753",105502,"Leontodon hispidus L., 1753",105502,"Leontodon hispidus","Leontodon hispidus L., 1753","Asteraceae","+","6",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3575",610,"PC-04",110,33540521,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Hieracium L., 1753",193276,"Hieracium L., 1753",193276,"Hieracium","Hieracium L., 1753","Asteraceae","+","1",NA,1,NA,NA,NA,NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3576",610,"TA-31",25,24800391,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri","Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923","Onagraceae","+","5",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3577",611,"B3_26",24.5,34901322,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Poa cenisia",114151,"Poa cenisia All., 1789",114151,"Poa cenisia","Poa cenisia All., 1789","Poaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3578",611,"GLIAX-04",160,24803008,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Alchemilla alpina L., 1753",81033,"Alchemilla alpina L., 1753",81033,"Alchemilla alpina","Alchemilla alpina L., 1753","Rosaceae","1","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
