cdref7,CD_REF7,libcdref7,STRATEGIES_CSR,comment,SA_CSR,JVE_CSR
107851,107851,"Melica ciliata L., 1753",css,,css,css
107867,107867,"Melica minuta L., 1767",css,,css,css
107871,107871,"Melica nutans L., 1753",crs,,crs,crs
107880,107880,"Melica uniflora Retz., 1779",css,,css,css
107886,107886,"Melilotus albus Medik., 1787",crr,,crr,crr
107887,107887,"Melilotus altissimus Thuill., 1799",crr,,crr,crr
107942,107942,"Melilotus officinalis (L.) Lam., 1779",rrr,,rrr,rrr
108003,108003,"Melittis melissophyllum L., 1753",css,,css,css
137743,137743,Mentha aquatica var. aquatica,,,crs,
137743,137743,Mentha aquatica var. aquatica,crs,,crs,crs
108103,108103,"Mentha longifolia (L.) Huds., 1762",crs,,crs,crs
108345,108345,"Menyanthes trifoliata L., 1753",css,,css,css
108361,108361,"Mercurialis perennis L., 1753",ccs,,ccs,ccs
108454,108454,"Meum athamanticum Jacq., 1776",ccs,,ccs,ccs
108507,108507,"Micromeria marginata (Sm.) Chater, 1971",ccs,,ccs,ccs
108519,108519,"Micropyrum tenellum (L.) Link, 1844",rrr,,rrr,rrr
108537,108537,"Milium effusum L., 1753",crs,,crs,crs
137827,137827,Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia,,,ccs,
137827,137827,Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia,ccs,,ccs,ccs
137836,137836,Minuartia recurva (All.) Schinz & Thell. subsp. recurva,,,css,
137836,137836,Minuartia recurva (All.) Schinz & Thell. subsp. recurva,css,,css,css
108613,108613,"Minuartia rostrata (Pers.) Rchb., 1842",css,,css,css
108614,108614,"Minuartia rubra (Scop.) McNeill, 1963",css,,css,css
137845,137845,Minuartia rupestris (Scop.) Schinz & Thell. subsp. rupestris,,,css,
137845,137845,Minuartia rupestris (Scop.) Schinz & Thell. subsp. rupestris,css,,css,css
108616,108616,"Minuartia sedoides (L.) Hiern, 1899",css,,css,css
108621,108621,"Minuartia verna (L.) Hiern, 1899",rss,,rss,rss
108622,108622,"Minuartia villarii (Balb.) Wilczek & Chenevard, 1912",css,,css,css
108645,108645,"Misopates orontium (L.) Raf., 1840",rrr,,rrr,rrr
4917,4917,Mnium hornum Hedw.,,,,
4924,4924,Mnium spinosum (Voit) Schwägr.,,,,
4926,4926,Mnium stellare Hedw.,,,,
108680,108680,"Moehringia ciliata (Scop.) Dalla Torre, 1882",css,,css,css
108686,108686,"Moehringia muscosa L., 1753",css,,css,css
108694,108694,"Moehringia sedoides (Pers.) Cumino ex Loisel., 1807",css,,css,css
108698,108698,"Moehringia trinervia (L.) Clairv., 1811",crs,,crs,crs
137868,137868,Molinia caerulea (L.) Moench subsp. caerulea,css,,css,css
108718,108718,"Molinia caerulea (L.) Moench, 1794",,,css,
137867,137867,"Molinia caerulea subsp. arundinacea (Schrank) K.Richt., 1890",css,,css,css
108739,108739,"Molopospermum peloponnesiacum (L.) W.D.J.Koch, 1824",ccs,,ccs,ccs
108755,108755,"Moneses uniflora (L.) A.Gray, 1848",sss,,sss,sss
108770,108770,"Monotropa hypopitys L., 1753",sss,,sss,sss
108770,108770,"Monotropa hypopitys L., 1753",sss,,sss,sss
108770,108770,"Monotropa hypopitys L., 1753",,,sss,
108874,108874,"Muscari comosum (L.) Mill., 1768",crs,,crs,crs
108898,108898,"Muscari neglectum Guss. ex Ten., 1842",crs,,crs,crs
108898,108898,"Muscari neglectum Guss. ex Ten., 1842",crs,,crs,crs
610917,610917,"Mutellina adonidifolia (J.Gay) Gutermann, 2006",ccs,,ccs,ccs
610917,610917,"Mutellina adonidifolia (J.Gay) Gutermann, 2006",,,ccs,
108987,108987,"Myosotis alpestris F.W.Schmidt, 1794",crs,,crs,crs
108996,108996,"Myosotis arvensis Hill, 1764",crr,,crr,crr
108996,108996,"Myosotis arvensis Hill, 1764",,,crr,
109015,109015,"Myosotis decumbens Host, 1827",crs,,crs,crs
109019,109019,"Myosotis discolor Pers., 1797",rrs,,rrs,rrs
109091,109091,"Myosotis scorpioides L., 1753",crs,,crs,crs
109102,109102,"Myosotis stricta Link ex Roem. & Schult., 1819",rrs,,rrs,rrs
109104,109104,"Myosotis sylvatica Hoffm., 1791",crs,,crs,crs
109135,109135,"Myricaria germanica (L.) Desv., 1824",,,ccs,
109135,109135,"Myricaria germanica (L.) Desv., 1824",ccs,,ccs,ccs
109161,109161,"Myrrhis odorata (L.) Scop., 1771",ccr,,ccr,ccr
109291,109291,"Narcissus poeticus L., 1753",crs,,crs,crs
109366,109366,"Nardus stricta L., 1753",css,,css,css
5122,5122,Neckera complanata (Hedw.) Huebener,,,,
162206,162206,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",,,crs,
109501,109501,"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",,,crs,
109506,109506,"Neottia nidus-avis (L.) Rich., 1817",sss,,sss,sss
109533,109533,"Nepeta nepetella L., 1759",ccs,,ccs,ccs
109668,109668,"Noccaea brachypetala (Jord.) F.K.Mey., 1973",crs,,crs,crs
138090,138090,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey. subsp. caerulescens,crs,,crs,crs
109671,109671,"Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey., 1973",,,crs,
109672,109672,"Noccaea corymbosa (J.Gay) F.K.Mey., 1973",css,,css,css
109680,109680,"Noccaea rotundifolia (L.) Moench, 1802",,,css,
109680,109680,"Noccaea rotundifolia (L.) Moench, 1802",css,,css,css
138127,138127,Odontites luteus (L.) Clairv. subsp. luteus,rrs,,rrs,rrs
138127,138127,Odontites luteus (L.) Clairv. subsp. luteus,,,rrs,
110129,110129,"Onobrychis saxatilis (L.) Lam., 1779",css,,css,css
110134,110134,"Onobrychis supina (Chaix ex Vill.) DC., 1805",css,,css,css
612523,612523,Onobrychis viciifolia subsp. viciifolia,ccs,,ccs,ccs
110181,110181,"Ononis cristata Mill., 1768",ccs,,ccs,ccs
110190,110190,"Ononis fruticosa L., 1753",ccs,,ccs,ccs
110205,110205,"Ononis minutissima L., 1753",crs,,crs,crs
110211,110211,"Ononis natrix L., 1753",,,ccs,
110211,110211,"Ononis natrix L., 1753",ccs,,ccs,ccs
110221,110221,"Ononis pusilla L., 1759",css,,css,css
110230,110230,"Ononis rotundifolia L., 1753",ccs,,ccs,ccs
138213,138213,Ononis spinosa L. subsp. spinosa,,,ccs,
138213,138213,Ononis spinosa L. subsp. spinosa,ccs,,ccs,ccs
110237,110237,"Ononis striata Gouan, 1773",crs,,crs,crs
110244,110244,"Onopordum acanthium L., 1753",ccr,,ccr,ccr
110244,110244,"Onopordum acanthium L., 1753",,,ccr,
110313,110313,"Ophioglossum vulgatum L., 1753",css,,css,css
110392,110392,"Ophrys fuciflora (F.W.Schmidt) Moench, 1802",,,crs,
110392,110392,"Ophrys fuciflora (F.W.Schmidt) Moench, 1802",,,crs,
110392,110392,"Ophrys fuciflora (F.W.Schmidt) Moench, 1802",,,crs,
110410,110410,"Ophrys insectifera L., 1753",crs,,crs,crs
138327,138327,Ophrys scolopax Cav. subsp. scolopax,crs,,crs,crs
610963,610963,"Ophrys virescens Philippe, 1859",,,crs,
610963,610963,"Ophrys virescens Philippe, 1859",crs,,crs,crs
110914,110914,"Orchis mascula (L.) L., 1755",,,crs,
110914,110914,"Orchis mascula (L.) L., 1755",crs,,crs,crs
110920,110920,"Orchis militaris L., 1753",crs,,crs,crs
110966,110966,"Orchis purpurea Huds., 1762",crs,,crs,crs
111236,111236,"Oreochloa seslerioides (All.) K.Richt., 1890",crs,,crs,crs
111250,111250,"Oreoselinum nigrum Delarbre, 1800",ccs,,ccs,ccs
138444,138444,Origanum vulgare L. subsp. vulgare,,,crs,
138444,138444,Origanum vulgare L. subsp. vulgare,crs,,crs,crs
111297,111297,"Orlaya grandiflora (L.) Hoffm., 1814",rrr,,rrr,rrr
111391,111391,"Ornithogalum umbellatum L., 1753",crs,,crs,crs
111454,111454,"Orobanche amethystea Thuill., 1799",rss,,rss,rss
111494,111494,"Orobanche caryophyllacea Sm., 1798",rss,,rss,rss
111556,111556,"Orobanche gracilis Sm., 1798",rss,,rss,rss
111560,111560,"Orobanche grenieri F.W.Schultz, 1846",,,rss,
111560,111560,"Orobanche grenieri F.W.Schultz, 1846",rss,,rss,rss
111614,111614,"Orobanche minor Sm., 1797",rss,,rss,rss
111614,111614,"Orobanche minor Sm., 1797",,,rss,
111686,111686,"Orobanche teucrii Holandre, 1829",rss,,rss,rss
111771,111771,"Orthilia secunda (L.) House, 1921",sss,,sss,sss
5014,5014,Orthotrichum affine Schrad. ex Brid.,,,,
5041,5041,Orthotrichum speciosum Nees,,,,
5045,5045,Orthotrichum striatum Hedw.,,,,
111837,111837,"Ostrya carpinifolia Scop., 1772",ccc,,ccc,ccc
111840,111840,"Osyris alba L., 1753",ccs,,ccs,ccs
111859,111859,"Oxalis acetosella L., 1753",rss,,rss,rss
111960,111960,"Oxyria digyna (L.) Hill, 1768",css,,css,css
111974,111974,"Oxytropis campestris (L.) DC., 1802",ccs,,ccs,ccs
111981,111981,"Oxytropis helvetica Scheele, 1843",css,,css,css
111986,111986,"Oxytropis jacquinii Bunge, 1847",ccs,,ccs,ccs
111987,111987,"Oxytropis lapponica (Wahlenb.) J.Gay, 1827",ccs,,ccs,ccs
111992,111992,"Oxytropis neglecta Ten., 1831",ccs,,ccs,ccs
111996,111996,"Oxytropis pilosa (L.) DC., 1802",ccs,,ccs,ccs
112011,112011,"Pachypleurum mutellinoides (Crantz) Holub, 1983",crs,,crs,crs
138535,138535,"Paeonia officinalis subsp. huthii Soldano, 1993",ccc,,ccc,ccc
138535,138535,"Paeonia officinalis subsp. huthii Soldano, 1993",ccc,,ccc,ccc
6096,6096,Palustriella commutata (Hedw.) Ochyra,,,,
112285,112285,"Papaver argemone L., 1753",rrr,,rrr,rrr
112303,112303,"Papaver dubium L., 1753",rrr,,rrr,rrr
112303,112303,"Papaver dubium L., 1753",rrr,,rrr,rrr
112303,112303,"Papaver dubium L., 1753",,,rrr,
112355,112355,"Papaver rhoeas L., 1753",rrr,,rrr,rrr
112391,112391,"Paradisea liliastrum (L.) Bertol., 1840",ccs,,ccs,ccs
112410,112410,"Parietaria judaica L., 1756",crs,,crs,crs
112421,112421,"Paris quadrifolia L., 1753",crs,,crs,crs
112426,112426,"Parnassia palustris L., 1753",css,,css,css
112447,112447,"Paronychia kapela (Hacq.) A.Kern., 1869",,,css,
138616,138616,"Paronychia kapela subsp. serpyllifolia (Chaix) Graebn., 1919",css,,css,css
138616,138616,"Paronychia kapela subsp. serpyllifolia (Chaix) Graebn., 1919",css,,css,css
112453,112453,"Paronychia polygonifolia (Vill.) DC., 1805",css,,css,css
138623,138623,Pastinaca sativa L. subsp. sativa,ccr,,ccr,ccr
112550,112550,"Pastinaca sativa L., 1753",,,ccr,
112573,112573,"Pedicularis cenisia Gaudin, 1829",css,,css,css
138628,138628,Pedicularis comosa L. subsp. comosa,css,,css,css
112577,112577,"Pedicularis foliosa L., 1767",css,,css,css
112579,112579,"Pedicularis gyroflexa Vill., 1785",css,,css,css
112584,112584,"Pedicularis kerneri Dalla Torre, 1882",css,,css,css
138636,138636,"Pedicularis rosea subsp. allionii (Rchb.f.) Arcang., 1882",css,,css,css
138636,138636,"Pedicularis rosea subsp. allionii (Rchb.f.) Arcang., 1882",css,,css,css
155066,155066,"Pedicularis rostratospicata subsp. helvetica (Steininger) O.Schwarz, 1949",css,,css,css
155066,155066,"Pedicularis rostratospicata subsp. helvetica (Steininger) O.Schwarz, 1949",css,,css,css
112602,112602,"Pedicularis tuberosa L., 1753",css,,css,css
112604,112604,"Pedicularis verticillata L., 1753",css,,css,css
6265,6265,Pellia endiviifolia (Dicks.) Dumort.,,,,
112778,112778,"Petasites albus (L.) Gaertn., 1791",ccs,,ccs,ccs
112783,112783,"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb., 1801",ccs,,ccs,ccs
112788,112788,"Petasites paradoxus (Retz.) Baumg., 1816",ccs,,ccs,ccs
112803,112803,"Petrocallis pyrenaica (L.) R.Br., 1812",css,,css,css
112808,112808,"Petrorhagia prolifera (L.) P.W.Ball & Heywood, 1964",rrs,,rrs,rrs
138658,138658,Petrorhagia saxifraga (L.) Link subsp. saxifraga,crs,,crs,crs
138672,138672,"Phagnalon rupestre subsp. annoticum (Jord. ex Burnat) Pignatti, 1969",,,ccs,
138672,138672,"Phagnalon rupestre subsp. annoticum (Jord. ex Burnat) Pignatti, 1969",,,ccs,
138672,138672,"Phagnalon rupestre subsp. annoticum (Jord. ex Burnat) Pignatti, 1969",ccs,,ccs,ccs
112935,112935,"Phagnalon saxatile (L.) Cass., 1819",ccs,,ccs,ccs
112936,112936,"Phagnalon sordidum (L.) Rchb., 1831",ccs,,ccs,ccs
138682,138682,Phalaris arundinacea L. subsp. arundinacea,,ccr,ccr,
113175,113175,"Phleum alpinum L., 1753",ccs,,ccs,ccs
113203,113203,"Phleum hirsutum Honck., 1782",ccs,,ccs,ccs
113219,113219,"Phleum phleoides (L.) H.Karst., 1880",crs,,crs,crs
113221,113221,"Phleum pratense L., 1753",,,crs,
113260,113260,"Phragmites australis (Cav.) Trin. ex Steud., 1840",,,ccs,
113260,113260,"Phragmites australis (Cav.) Trin. ex Steud., 1840",ccs,,ccs,ccs
113361,113361,"Phyteuma betonicifolium Vill., 1785",ccs,,ccs,ccs
113366,113366,"Phyteuma charmelii Vill., 1785",css,,css,css
113369,113369,"Phyteuma cordatum Balb., 1809",css,,css,css
138751,138751,"Phyteuma globulariifolium subsp. pedemontanum (R.Schulz) Bech., 1956",css,,css,css
113381,113381,"Phyteuma hemisphaericum L., 1753",css,,css,css
113386,113386,"Phyteuma michelii All., 1785",ccs,,ccs,ccs
113388,113388,"Phyteuma nigrum F.W.Schmidt, 1793",ccs,,ccs,ccs
113389,113389,"Phyteuma orbiculare L., 1753",css,,css,css
113392,113392,"Phyteuma ovatum Honck., 1782",ccs,,ccs,ccs
113407,113407,"Phyteuma spicatum L., 1753",ccs,,ccs,ccs
113407,113407,"Phyteuma spicatum L., 1753",,,ccs,
113407,113407,"Phyteuma spicatum L., 1753",,,ccs,
113432,113432,"Picea abies (L.) H.Karst., 1881",ccc,,ccc,ccc
113474,113474,"Picris hieracioides L., 1753",ccr,,ccr,ccr
138788,138788,"Picris hieracioides subsp. spinulosa (Bertol. ex Guss.) Arcang., 1882",ccr,,ccr,ccr
717378,717378,"Pilosella corymbuloides (Arv.-Touv.) S.Bräut. & Greuter, 2008",,crs,crs,
717378,717378,"Pilosella corymbuloides (Arv.-Touv.) S.Bräut. & Greuter, 2008",,crs,crs,
717378,717378,"Pilosella corymbuloides (Arv.-Touv.) S.Bräut. & Greuter, 2008",,crs,crs,
718268,718268,"Pilosella cymosa subsp. sabina (Sebast. & Mauri) H.P.Fuchs, 1980",crs,,crs,crs
717382,717382,"Pilosella glacialis (Reyn. ex Lachen.) F.W.Schultz & Sch.Bip., 1862",,crs,crs,
718389,718389,Pilosella lactucella subsp. lactucella,crs,,crs,crs
718389,718389,Pilosella lactucella subsp. lactucella,,,crs,
717383,717383,"Pilosella laggeri (Sch.Bip. ex Rchb.) F.W.Schultz & Sch.Bip., 1862",,crs,crs,
113525,113525,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",,,crs,
113525,113525,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",,,crs,
113525,113525,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",crs,,crs,crs
718390,718390,Pilosella peleteriana subsp. peleteriana,crs,,crs,crs
718390,718390,Pilosella peleteriana subsp. peleteriana,,,crs,
113529,113529,"Pilosella piloselloides (Vill.) Soják, 1971",crs,,crs,crs
718274,718274,"Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter, 2007",,,crs,
113546,113546,"Pilosella ziziana (Tausch) F.W.Schultz & Sch.Bip., 1862",,crs,crs,
113579,113579,"Pimpinella major (L.) Huds., 1762",ccr,,ccr,ccr
138811,138811,Pimpinella saxifraga L. subsp. saxifraga,rss,,rss,rss
113599,113599,"Pimpinella tragium Vill., 1779",css,,css,css
113609,113609,"Pinguicula alpina L., 1753",sss,,sss,sss
113612,113612,"Pinguicula arvetii P.A.Genty, 1891",sss,,sss,sss
113620,113620,"Pinguicula grandiflora Lam., 1789",,,sss,
113624,113624,"Pinguicula leptoceras Rchb., 1823",sss,,sss,sss
113639,113639,"Pinguicula vulgaris L., 1753",sss,,sss,sss
113651,113651,"Pinus cembra L., 1753",ccc,,ccc,ccc
138840,138840,"Pinus mugo subsp. uncinata (Ramond ex DC.) Domin, 1936",ccc,,ccc,ccc
161377,161377,Pinus mugo Turra subsp. mugo,ccc,,ccc,ccc
161377,161377,Pinus mugo Turra subsp. mugo,ccc,,ccc,ccc
138843,138843,Pinus nigra Arnold subsp. nigra,,,ccc,
138843,138843,Pinus nigra Arnold subsp. nigra,ccc,,ccc,ccc
113703,113703,"Pinus sylvestris L., 1753",ccc,,ccc,ccc
113748,113748,"Pistacia terebinthus L., 1753",ccc,,ccc,ccc
6468,6468,Plagiochila asplenioides (L. emend. Taylor) Dumort.,,,,
4932,4932,Plagiomnium affine (Blandow ex Funck) T.J.Kop.,,,,
4938,4938,Plagiomnium ellipticum (Brid.) T.J.Kop.,,,,
4946,4946,Plagiomnium undulatum (Hedw.) T.J.Kop.,,,,
113806,113806,"Plantago alpina L., 1753",css,,css,css
113810,113810,"Plantago argentea Chaix, 1785",crs,,crs,crs
138872,138872,Plantago atrata Hoppe subsp. atrata,css,,css,css
138872,138872,Plantago atrata Hoppe subsp. atrata,,,css,
138873,138873,"Plantago atrata subsp. fuscescens (Jord.) Pilg., 1937",css,,css,css
113874,113874,"Plantago holosteum Scop., 1771",css,,css,css
113893,113893,"Plantago lanceolata L., 1753",crs,,crs,crs
138901,138901,Plantago major L. subsp. major,,,crs,
113904,113904,"Plantago major L., 1753",crs,,crs,crs
138908,138908,"Plantago maritima subsp. serpentina (All.) Arcang., 1882",css,,css,css
138908,138908,"Plantago maritima subsp. serpentina (All.) Arcang., 1882",,,css,
113906,113906,"Plantago media L., 1753",crs,,crs,crs
113957,113957,"Plantago sempervirens Crantz, 1766",crs,,crs,crs
114011,114011,"Platanthera bifolia (L.) Rich., 1817",,,crs,
114011,114011,"Platanthera bifolia (L.) Rich., 1817",,,crs,
6101,6101,Pleurozium schreberi (Willd. ex Brid.) Mitt.,,,,
114105,114105,"Poa alpina L., 1753",crs,,crs,crs
114114,114114,"Poa annua L., 1753",crr,,crr,crr
114124,114124,"Poa badensis Haenke ex Willd., 1797",,,crs,
114136,114136,"Poa bulbosa L., 1753",crs,,crs,crs
114136,114136,"Poa bulbosa L., 1753",crs,,crs,crs
114136,114136,"Poa bulbosa L., 1753",,,crs,
114151,114151,"Poa cenisia All., 1789",css,,css,css
114153,114153,"Poa chaixii Vill., 1786",ccs,,ccs,ccs
114160,114160,"Poa compressa L., 1753",crs,,crs,crs
114243,114243,"Poa hybrida Gaudin, 1808",crs,,crs,crs
114262,114262,"Poa laxa Haenke, 1791",css,,css,css
114287,114287,"Poa minor Gaudin, 1808",css,,css,css
114297,114297,"Poa nemoralis L., 1753",crs,,crs,crs
149732,149732,"Poa nemoralis var. glaucantha (Gaudin) Rchb., 1850",,css,css,
114312,114312,"Poa palustris L., 1759",crs,,crs,crs
159892,159892,Poa pratensis L. subsp. pratensis,crs,,crs,crs
114398,114398,"Poa supina Schrad., 1806",crs,,crs,crs
114416,114416,"Poa trivialis L., 1753",,,crs,
139023,139023,"Poa trivialis subsp. sylvicola (Guss.) H.Lindb., 1906",crs,,crs,crs
114520,114520,"Polycnemum majus A.Braun, 1841",rrr,,rrr,rrr
114522,114522,"Polygala alpestris Rchb., 1823",ccs,,ccs,ccs
114523,114523,"Polygala alpina (DC.) Steud., 1821",css,,css,css
114526,114526,"Polygala amarella Crantz, 1769",css,,css,css
114526,114526,"Polygala amarella Crantz, 1769",css,,css,css
114539,114539,"Polygala calcarea F.W.Schultz, 1837",css,,css,css
114542,114542,"Polygala chamaebuxus L., 1753",ccs,,ccs,ccs
114545,114545,"Polygala comosa Schkuhr, 1796",,,css,
114545,114545,"Polygala comosa Schkuhr, 1796",css,,css,css
114545,114545,"Polygala comosa Schkuhr, 1796",css,,css,css
114545,114545,"Polygala comosa Schkuhr, 1796",,,css,
114595,114595,"Polygala vulgaris L., 1753",,,css,
114595,114595,"Polygala vulgaris L., 1753",,,css,
114595,114595,"Polygala vulgaris L., 1753",css,,css,css
114595,114595,"Polygala vulgaris L., 1753",css,,css,css
114611,114611,"Polygonatum multiflorum (L.) All., 1785",crs,,crs,crs
114612,114612,"Polygonatum odoratum (Mill.) Druce, 1906",crs,,crs,crs
114616,114616,"Polygonatum verticillatum (L.) All., 1785",crs,,crs,crs
139086,139086,Polygonum aviculare L. subsp. aviculare,,,rrr,
114658,114658,"Polygonum aviculare L., 1753",rrr,,rrr,rrr
114942,114942,"Polypodium cambricum L., 1753",css,,css,css
115016,115016,"Polypodium vulgare L., 1753",css,,css,css
115031,115031,"Polypogon viridis (Gouan) Breistr., 1966",rrs,,rrs,rrs
115041,115041,"Polystichum aculeatum (L.) Roth, 1799",ccs,,ccs,ccs
115061,115061,"Polystichum lonchitis (L.) Roth, 1799",css,,css,css
115076,115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",ccs,,ccs,ccs
433979,433979,Polytrichastrum sexangulare (Brid.) G.L.Sm.,,,,
3867,3867,Polytrichum juniperinum Hedw.,,,,
115145,115145,"Populus nigra L., 1753",,,ccc,
139172,139172,"Populus nigra subsp. neapolitana (Ten.) Maire, 1932",,,ccc,
115156,115156,"Populus tremula L., 1753",ccc,,ccc,ccc
115228,115228,"Potamogeton alpinus Balb., 1804",css,,css,css
115280,115280,"Potamogeton natans L., 1753",crs,,crs,crs
115395,115395,"Potentilla alba L., 1753",crs,,crs,crs
115407,115407,"Potentilla argentea L., 1753",crs,,crs,crs
115414,115414,"Potentilla aurea L., 1756",ccs,,ccs,ccs
115425,115425,"Potentilla brauneana Hoppe, 1804",css,,css,css
139257,139257,"Potentilla caulescens subsp. petiolulata (Gaudin) Nyman, 1878",css,,css,css
115437,115437,"Potentilla cinerea Chaix ex Vill., 1779",crs,,crs,crs
115449,115449,"Potentilla crantzii (Crantz) Beck ex Fritsch, 1897",ccs,,ccs,ccs
115470,115470,"Potentilla erecta (L.) Räusch., 1797",,,crs,
115470,115470,"Potentilla erecta (L.) Räusch., 1797",crs,,crs,crs
115486,115486,"Potentilla frigida Vill., 1788",css,,css,css
115498,115498,"Potentilla grandiflora L., 1753",ccs,,ccs,ccs
115526,115526,"Potentilla inclinata Vill., 1788",crs,,crs,crs
115526,115526,"Potentilla inclinata Vill., 1788",crs,,crs,crs
115554,115554,"Potentilla micrantha Ramond ex DC., 1805",crs,,crs,crs
115566,115566,"Potentilla neglecta Baumg., 1816",crs,,crs,crs
115573,115573,"Potentilla nivalis Lapeyr., 1782",sss,,sss,sss
611467,611467,"Potentilla pedata Willd. ex Hornem., 1815",,crs,crs,
115620,115620,"Potentilla recta L., 1753",crs,,crs,crs
115624,115624,"Potentilla reptans L., 1753",crs,,crs,crs
115637,115637,"Potentilla saxifraga Ardoino ex De Not., 1848",css,,css,css
115678,115678,"Potentilla thuringiaca Bernh. ex Link, 1822",crs,,crs,crs
115678,115678,"Potentilla thuringiaca Bernh. ex Link, 1822",crs,,crs,crs
115687,115687,"Potentilla valderia L., 1759",sss,,sss,sss
6187,6187,Preissia quadrata (Scop.) Nees,,,,
115813,115813,"Prenanthes purpurea L., 1753",crs,,crs,crs
115833,115833,"Primula allionii Loisel., 1809",css,,css,css
115865,115865,"Primula elatior (L.) Hill, 1765",,,ccs,
139365,139365,"Primula elatior subsp. intricata (Gren. & Godr.) Widmer, 1891",ccs,,ccs,ccs
115868,115868,"Primula farinosa L., 1753",css,,css,css
139370,139370,"Primula latifolia subsp. graveolens (Hegetschw.) Rouy, 1908",css,,css,css
115893,115893,"Primula marginata Curtis, 1792",css,,css,css
115918,115918,"Primula veris L., 1753",,,crs,
139395,139395,Primula vulgaris Huds. subsp. vulgaris,ccs,,ccs,ccs
139395,139395,Primula vulgaris Huds. subsp. vulgaris,,,ccs,
115993,115993,"Prunella grandiflora (L.) Schöller, 1775",crs,,crs,crs
115998,115998,"Prunella laciniata (L.) L., 1763",crs,,crs,crs
116012,116012,"Prunella vulgaris L., 1753",crs,,crs,crs
116043,116043,"Prunus avium (L.) L., 1755",ccc,,ccc,ccc
116050,116050,"Prunus brigantina Vill., 1786",ccs,,ccs,ccs
116068,116068,"Prunus dulcis (Mill.) D.A.Webb, 1967",ccc,,ccc,ccc
116096,116096,"Prunus mahaleb L., 1753",ccc,,ccc,ccc
116109,116109,"Prunus padus L., 1753",,,ccc,
116109,116109,"Prunus padus L., 1753",ccc,,ccc,ccc
116109,116109,"Prunus padus L., 1753",ccc,,ccc,ccc
116142,116142,"Prunus spinosa L., 1753",ccc,,ccc,ccc
116206,116206,"Pseudorchis albida (L.) Á.Löve & D.Löve, 1969",crs,,crs,crs
5922,5922,Pseudoscleropodium purum (Hedw.) M.Fleisch.,,,,
116265,116265,"Pteridium aquilinum (L.) Kuhn, 1879",ccs,,ccs,ccs
116339,116339,"Ptychotis saxifraga (L.) Loret & Barrandon, 1876",crr,,crr,crr
116348,116348,"Puccinellia distans (L.) Parl., 1850",crs,,crs,crs
116407,116407,"Pulmonaria affinis Jord., 1854",,absent,ccs,
116411,116411,"Pulmonaria angustifolia L., 1753",ccs,,ccs,ccs
116419,116419,"Pulmonaria montana Lej., 1811",ccs,,ccs,ccs
116422,116422,"Pulmonaria officinalis L., 1753",ccs,,ccs,ccs
116426,116426,"Pulmonaria saccharata Mill., 1768",ccs,,ccs,ccs
116531,116531,"Pyrola chlorantha Sw., 1810",css,,css,css
116542,116542,"Pyrola media Sw., 1804",css,,css,css
116543,116543,"Pyrola minor L., 1753",css,,css,css
116574,116574,"Pyrus communis L., 1753",ccs,,ccs,ccs
116574,116574,"Pyrus communis L., 1753",,,ccs,
116574,116574,"Pyrus communis L., 1753",ccs,,ccs,ccs
116704,116704,"Quercus ilex L., 1753",,,ccs,
116704,116704,"Quercus ilex L., 1753",,,ccs,
116704,116704,"Quercus ilex L., 1753",ccs,,ccs,ccs
116744,116744,"Quercus petraea Liebl., 1784",ccs,,ccs,ccs
116744,116744,"Quercus petraea Liebl., 1784",,,ccs,
6657,6657,Radula complanata (L.) Dumort.,,,,
116902,116902,"Ranunculus aconitifolius L., 1753",ccs,,ccs,ccs
139605,139605,Ranunculus acris L. subsp. acris,crs,,crs,crs
116903,116903,"Ranunculus acris L., 1753",,,crs,
116907,116907,"Ranunculus aduncus Gren., 1847",css,,css,css
116917,116917,"Ranunculus alpestris L., 1753",css,,css,css
116948,116948,"Ranunculus breyninus Crantz, 1763",ccs,,ccs,ccs
116952,116952,"Ranunculus bulbosus L., 1753",crs,,crs,crs
116952,116952,"Ranunculus bulbosus L., 1753",,,crs,
116952,116952,"Ranunculus bulbosus L., 1753",,,crs,
116967,116967,"Ranunculus carinthiacus Hoppe, 1826",ccs,,ccs,ccs
117043,117043,"Ranunculus glacialis L., 1753",css,,css,css
117081,117081,"Ranunculus kuepferi Greuter & Burdet, 1987",,,css,
117081,117081,"Ranunculus kuepferi Greuter & Burdet, 1987",,,css,
117081,117081,"Ranunculus kuepferi Greuter & Burdet, 1987",css,,css,css
117087,117087,"Ranunculus lanuginosus L., 1753",ccs,,ccs,ccs
117125,117125,"Ranunculus montanus Willd., 1799",ccs,,ccs,ccs
